alltags,category,subcategory,label
15,10,75,1.58
9,5,51,4.32
4,9,73,3.00
75,9,73,13.10
8,7,67,3.32
1,2,25,3.00
4,3,39,4.95
6,7,65,6.92
5,4,47,5.73
63,6,57,9.84
3,3,38,4.32
19,4,46,2.81
9,2,28,4.75
7,3,39,5.75
9,9,73,5.09
29,11,77,9.85
31,2,19,7.39
17,1,8,5.88
11,1,5,7.99
37,6,59,8.11
4,2,31,3.58
13,3,38,7.59
23,4,44,6.00
4,2,18,5.91
16,9,73,10.13
4,4,47,4.52
7,4,47,2.81
41,4,44,6.13
18,11,77,8.78
22,11,77,7.85
10,2,23,7.33
42,10,75,8.38
46,1,5,10.31
14,2,28,5.52
75,2,18,9.02
12,10,75,10.22
23,1,5,5.39
9,4,48,8.76
5,4,49,3.81
7,3,38,1.58
19,10,76,1.58
20,10,76,10.98
11,4,49,9.65
8,1,6,9.01
22,1,8,10.30
68,10,76,7.61
38,3,39,8.48
5,2,33,6.78
11,2,32,5.78
14,4,47,6.70
3,4,47,5.39
7,4,46,6.73
48,3,38,5.64
4,4,49,5.29
10,4,47,4.81
22,2,30,6.99
10,8,68,5.13
40,10,75,7.27
8,3,41,5.00
10,10,76,3.32
21,1,10,6.19
3,6,56,6.51
28,2,27,5.17
57,3,40,8.62
23,5,51,5.81
18,2,34,6.52
7,7,65,2.32
42,4,45,8.39
33,3,40,9.68
10,4,44,5.70
57,9,70,7.41
2,2,23,3.81
17,4,45,6.29
20,2,19,5.86
9,8,68,4.39
48,3,38,5.78
61,4,48,7.94
3,2,34,5.04
26,2,32,8.73
6,10,76,4.17
24,4,48,9.10
4,2,22,4.25
30,10,76,8.91
6,2,33,5.36
30,5,51,5.73
14,2,28,5.58
12,5,50,7.20
2,3,40,3.32
13,1,7,8.54
11,2,26,7.61
12,1,9,5.43
7,6,56,4.46
20,4,47,6.66
7,3,38,4.70
17,8,68,4.91
62,2,17,7.12
59,9,73,5.67
25,3,38,5.17
5,9,73,5.58
69,2,25,11.32
66,2,32,9.29
12,3,38,9.01
3,9,73,4.58
7,2,33,7.99
21,10,75,6.04
8,3,38,8.54
14,2,18,7.69
12,2,17,6.97
26,7,64,1.00
6,2,33,5.09
12,3,40,3.70
28,1,9,6.13
10,1,7,3.46
37,4,47,5.29
19,10,76,5.52
28,2,32,6.30
18,1,5,4.00
72,7,65,7.58
51,2,18,5.52
26,9,73,10.22
66,4,44,7.94
6,3,38,4.39
20,10,76,11.53
31,4,44,7.58
22,1,4,9.10
16,4,47,3.46
12,10,75,5.09
16,10,76,4.75
8,9,70,2.81
4,9,73,3.81
6,4,48,4.32
3,3,38,5.32
11,1,6,10.33
7,1,4,5.13
22,5,53,7.24
13,7,63,7.98
2,3,40,2.00
26,9,73,9.09
3,2,25,4.09
18,4,43,12.09
23,3,39,9.65
3,1,5,2.81
16,9,73,4.17
4,4,49,5.49
7,6,62,6.79
21,6,56,6.54
19,1,5,6.13
46,1,15,5.17
28,2,32,6.52
22,7,65,5.36
7,5,51,8.87
21,4,47,5.04
26,7,66,4.09
3,4,47,5.36
4,6,56,2.81
27,8,68,4.32
26,7,63,6.09
19,2,25,5.21
3,6,56,4.32
10,7,64,1.58
26,8,68,4.91
6,7,65,1.58
6,4,43,9.49
29,1,4,3.81
18,2,29,10.52
40,3,39,6.36
28,7,64,6.77
12,7,65,5.88
19,1,4,5.00
7,5,51,6.70
1,2,25,2.58
13,2,18,5.25
15,2,25,7.29
13,1,1,9.06
6,3,39,4.25
17,2,31,6.00
5,3,40,2.81
4,4,43,3.91
68,3,40,6.34
10,7,65,3.00
31,2,28,9.54
16,4,45,3.70
39,10,75,8.89
41,6,61,5.32
10,3,39,8.89
11,5,50,4.32
7,7,63,4.91
3,2,28,3.00
10,4,47,4.25
12,4,46,5.61
10,6,56,4.32
6,4,45,5.78
34,4,47,11.01
9,1,5,4.75
17,2,23,5.13
4,4,47,3.91
2,4,47,2.00
30,1,11,8.08
18,3,39,5.75
24,4,47,6.67
3,1,6,5.43
16,2,28,9.21
65,5,50,9.62
30,3,38,8.73
20,2,32,3.46
3,4,47,4.09
44,5,50,7.39
15,2,18,10.42
49,3,38,10.92
3,2,34,1.00
4,2,32,7.13
9,4,44,6.27
14,7,63,9.54
9,7,65,3.81
20,7,64,5.46
34,3,40,4.00
18,4,48,5.46
7,5,51,1.58
40,4,45,6.92
5,1,6,4.64
7,1,9,5.91
8,4,49,6.52
4,9,73,2.32
15,9,73,3.17
13,8,68,4.75
5,3,38,2.00
11,2,23,6.02
2,2,28,3.17
10,2,33,3.81
31,3,38,12.10
26,3,39,5.32
61,9,72,6.15
51,4,48,4.95
48,1,8,7.33
28,2,19,7.06
51,2,17,11.95
7,2,28,4.91
15,2,19,6.73
23,2,31,6.09
34,1,5,5.67
7,4,47,3.17
18,7,64,2.81
35,2,27,3.46
2,3,40,2.00
60,3,39,6.48
8,3,39,4.25
37,1,7,9.78
5,4,47,4.91
28,3,40,4.32
25,2,34,6.51
5,4,44,6.43
8,2,25,5.73
43,4,47,9.57
38,4,45,7.10
3,5,53,5.39
27,11,77,7.26
17,8,68,7.77
4,5,50,5.55
8,3,38,1.58
2,7,65,1.58
4,3,41,3.58
7,4,47,4.09
73,2,29,7.80
72,6,59,5.98
5,4,47,4.91
32,6,57,3.70
3,6,56,5.09
12,4,48,5.91
2,4,47,2.58
2,3,40,2.58
3,1,4,7.86
13,1,6,12.05
13,6,56,9.31
11,1,6,9.49
20,2,19,6.07
45,1,1,7.09
40,2,18,10.84
7,2,20,2.58
12,6,55,10.26
6,4,45,3.32
15,2,32,6.13
1,4,45,4.00
48,1,8,7.20
8,2,33,3.00
4,9,71,6.85
26,9,73,7.03
16,3,41,4.00
12,9,73,4.32
48,1,5,5.36
13,10,75,5.70
3,4,47,3.81
19,9,71,14.01
12,10,76,2.58
12,3,38,2.32
17,2,29,3.32
10,2,22,5.91
31,7,63,6.46
7,2,24,3.81
8,1,14,3.46
19,1,6,9.99
10,4,47,4.64
52,9,70,7.96
35,2,16,5.17
5,1,10,6.93
5,7,65,3.46
31,10,76,4.17
26,9,73,10.24
35,1,11,8.58
5,11,77,1.58
37,7,64,4.32
23,6,58,5.78
12,9,73,7.42
17,1,11,4.00
41,6,56,8.10
15,2,18,9.55
3,2,24,4.09
69,5,51,7.52
47,3,38,3.17
17,4,47,5.75
14,2,22,5.83
14,2,23,9.19
24,2,29,5.52
55,7,65,10.73
62,3,38,8.61
31,8,68,8.38
73,1,6,8.87
6,4,48,3.00
16,6,60,2.58
11,3,39,5.67
21,5,51,5.25
10,10,76,9.66
20,2,31,7.85
42,6,55,7.63
6,10,76,6.21
5,7,64,2.32
12,4,46,5.61
2,2,21,5.52
22,7,65,3.46
5,3,39,1.00
44,8,68,6.58
21,2,32,6.25
67,2,32,10.03
5,3,40,2.32
26,9,73,7.93
17,2,20,5.75
7,4,49,3.32
65,2,17,15.15
9,9,73,4.70
7,10,76,6.00
32,9,72,4.91
32,2,23,8.70
12,2,25,5.04
41,2,25,4.70
9,10,76,5.73
14,3,40,6.73
19,4,47,6.19
75,10,76,11.29
8,4,49,9.08
4,2,20,1.00
15,2,27,8.74
13,7,65,7.21
7,10,76,5.13
5,4,49,4.09
21,2,34,7.93
5,4,49,4.09
9,2,19,7.01
9,11,77,5.04
44,4,45,12.00
9,1,9,8.86
33,3,39,5.43
12,2,23,5.04
7,2,25,7.27
31,4,44,6.79
11,8,68,6.11
29,7,64,5.67
28,1,15,10.13
13,3,39,6.13
10,1,8,10.63
73,1,11,10.32
19,2,23,4.86
38,5,50,5.21
31,4,44,2.81
14,4,48,4.00
7,6,57,7.94
25,9,73,2.58
21,9,73,7.10
7,5,53,7.69
6,3,39,7.25
65,2,32,7.26
11,1,4,6.27
12,2,19,5.00
40,1,6,12.17
70,4,48,8.18
8,6,56,5.21
24,10,76,2.81
3,2,25,5.36
13,3,38,9.08
17,2,34,7.39
16,3,40,5.04
10,3,39,4.75
12,9,73,8.07
33,7,64,4.91
5,3,38,5.39
31,1,8,8.42
7,2,29,4.00
29,9,70,5.49
20,6,56,8.14
21,4,46,6.97
56,3,39,6.15
5,2,21,6.78
13,1,8,5.29
7,9,71,4.75
6,1,8,2.81
6,2,33,5.32
4,1,7,11.65
22,4,47,5.39
26,9,73,7.07
17,4,43,2.58
70,4,48,7.64
18,7,63,6.23
9,3,38,2.81
14,1,5,11.75
8,4,46,3.70
16,7,66,4.81
16,1,5,7.49
15,6,55,10.91
40,10,75,8.22
5,5,50,2.58
20,9,73,8.35
15,1,9,6.85
49,1,6,10.57
7,1,4,5.25
20,6,59,4.17
27,5,53,8.34
31,4,44,5.67
51,4,46,4.75
31,2,22,7.08
13,4,49,5.00
21,3,40,6.61
25,2,34,6.15
10,1,5,5.21
10,4,47,6.99
13,7,63,4.75
6,7,65,6.21
7,1,5,4.39
8,4,49,5.21
66,1,5,8.34
9,1,7,6.92
9,3,38,6.61
24,2,32,8.95
8,7,65,3.58
21,4,47,4.70
8,3,38,6.15
26,4,44,7.58
7,1,14,6.58
20,4,45,5.93
3,2,28,7.09
39,7,66,5.61
8,4,49,8.72
23,6,59,6.73
7,3,39,4.52
9,10,75,5.17
1,9,73,4.09
30,10,76,5.00
15,7,66,8.77
75,1,8,9.00
5,4,46,7.00
11,2,33,4.09
7,1,11,4.64
13,7,63,7.58
55,1,8,10.34
14,2,19,8.02
9,2,28,4.95
19,7,65,5.39
25,10,76,3.32
6,2,25,6.30
30,6,59,1.00
7,6,56,6.73
64,1,1,10.15
11,4,46,9.92
7,6,55,4.46
29,10,75,5.58
6,2,16,8.75
9,4,48,5.04
11,3,38,6.57
8,2,20,3.46
74,4,44,7.01
22,4,47,7.06
10,1,5,8.54
5,2,33,5.25
9,9,71,1.58
70,6,62,7.94
5,1,5,6.63
31,1,8,8.45
4,8,68,5.32
13,7,67,5.91
10,7,63,3.00
25,9,73,2.81
10,9,71,3.32
23,10,75,5.46
9,4,47,6.04
25,1,8,6.00
30,4,44,6.13
4,7,65,12.47
5,2,21,9.53
7,2,24,4.64
3,4,48,4.46
5,9,73,6.63
35,10,76,7.52
35,10,75,9.22
11,10,75,4.09
10,4,46,6.73
7,4,47,4.39
11,9,73,4.52
17,5,51,7.30
34,1,8,8.74
15,1,8,7.13
30,2,27,12.05
29,5,51,4.25
10,9,70,4.64
22,1,10,6.29
1,2,33,5.21
2,2,18,1.00
7,4,47,6.23
7,7,65,4.25
3,1,4,3.00
28,5,51,6.13
22,1,9,5.93
11,1,8,5.46
30,1,15,6.36
18,1,8,3.58
19,1,5,7.83
11,7,66,7.73
12,8,68,5.36
11,1,4,10.05
14,1,9,6.04
7,3,39,5.70
16,4,48,9.22
24,10,75,7.12
10,9,73,3.46
2,2,18,4.75
7,2,29,4.25
11,2,25,10.22
6,7,63,3.81
20,9,2,6.38
7,1,9,3.00
4,4,47,3.17
10,1,10,7.83
10,2,26,2.58
17,1,5,8.32
25,1,9,6.54
31,5,51,5.49
21,7,65,5.49
33,3,39,5.49
29,1,9,9.09
4,2,31,6.13
22,2,30,7.10
34,2,27,9.15
42,9,70,7.79
15,3,39,9.36
7,2,18,8.83
24,1,7,8.16
8,2,23,7.91
24,2,27,14.56
15,2,25,7.84
44,5,51,5.73
14,3,38,10.62
49,1,9,5.32
5,4,49,6.94
25,10,76,10.17
43,9,72,11.19
30,3,39,9.03
3,11,77,5.21
7,4,47,3.32
11,2,23,4.39
20,1,8,7.64
34,2,35,5.55
9,1,5,9.43
26,1,5,8.80
45,4,44,13.60
7,4,47,5.52
19,1,6,8.28
10,3,38,6.23
49,7,64,5.17
46,1,4,12.05
7,2,24,4.52
9,2,23,3.81
13,11,77,5.46
25,2,32,8.04
5,4,47,1.00
31,6,58,8.70
26,1,5,9.39
8,4,46,3.70
3,7,64,13.57
14,4,47,9.14
19,6,57,12.01
3,4,49,4.46
8,4,46,8.82
43,4,47,5.58
40,4,46,11.60
11,3,39,8.27
29,5,51,3.17
22,3,40,4.39
24,3,39,7.48
49,1,9,12.13
57,1,8,11.68
48,2,19,6.78
9,4,45,5.91
6,2,18,8.96
30,10,76,5.98
20,4,44,7.12
7,2,23,6.82
6,4,48,4.46
42,2,29,4.70
39,4,45,9.61
29,2,32,7.95
5,2,23,3.32
57,3,40,3.17
11,2,20,3.70
25,2,22,4.09
9,2,28,3.81
16,3,41,3.91
22,3,38,6.29
30,6,58,9.39
6,2,24,9.13
22,3,39,8.84
4,4,48,4.52
6,7,63,1.00
3,4,47,3.46
13,2,27,14.70
9,4,49,6.11
8,4,47,4.52
2,9,71,6.73
14,6,56,4.39
27,9,73,9.22
6,7,66,3.91
20,4,45,3.46
13,5,53,4.86
31,3,38,7.93
11,4,45,5.81
50,2,19,11.70
40,3,40,6.73
21,4,44,6.97
5,1,5,5.39
36,7,64,8.07
31,2,23,8.16
66,1,7,9.06
21,2,32,10.93
15,4,44,6.15
17,9,73,9.51
19,4,48,5.73
34,1,8,7.22
8,3,39,8.43
7,2,32,3.91
35,6,62,5.52
12,6,56,10.00
8,5,53,9.51
12,7,63,9.24
25,2,25,8.36
9,4,47,5.46
41,10,75,10.54
8,5,52,6.17
10,3,38,1.00
14,4,47,7.09
18,6,55,9.92
4,1,5,5.81
34,1,5,8.04
6,7,63,1.58
48,2,31,7.74
4,1,9,5.25
56,4,45,7.42
34,6,59,5.09
43,6,57,6.15
5,5,52,10.08
34,2,18,9.10
31,7,63,5.95
8,9,72,4.09
21,7,65,4.81
5,7,65,7.67
8,1,9,9.18
18,2,19,4.91
10,2,18,6.44
9,1,6,9.70
54,1,6,8.30
15,2,19,7.56
28,3,39,3.46
19,1,5,6.11
17,2,35,6.87
15,1,8,8.99
11,7,67,5.70
19,2,27,4.91
5,9,73,7.81
13,2,32,5.21
21,1,11,9.61
35,1,6,8.17
3,7,65,10.27
16,2,22,5.04
21,6,57,4.17
20,7,64,4.86
25,2,33,6.48
42,4,48,6.67
57,10,76,10.81
65,7,65,4.70
11,7,64,5.32
8,2,23,2.58
15,2,19,7.93
14,2,32,7.93
27,3,39,3.81
74,2,34,9.54
16,1,2,3.58
70,6,56,8.50
10,6,56,5.52
13,2,32,1.58
9,4,47,7.26
6,1,3,4.91
13,10,76,4.39
47,10,76,8.69
4,6,60,7.92
15,5,50,4.52
31,4,47,11.42
22,2,32,5.29
7,1,11,4.17
35,4,48,6.64
38,8,68,10.37
7,4,47,4.17
14,11,77,7.45
70,6,56,9.25
21,2,27,6.94
12,10,75,5.86
4,1,5,2.32
5,4,43,2.81
14,4,47,9.63
5,4,46,6.69
11,3,39,8.61
21,2,20,5.61
60,1,5,5.88
23,5,50,6.64
5,3,38,4.70
57,1,11,6.41
4,4,43,3.91
14,4,46,3.81
12,5,52,8.13
30,2,22,7.74
13,10,75,5.83
2,9,73,2.81
28,9,73,9.42
33,2,25,8.74
15,3,38,3.70
24,3,41,9.24
5,4,47,5.09
13,10,76,4.86
13,2,32,8.29
5,4,48,5.13
11,3,38,6.48
21,4,47,8.25
33,1,5,8.04
5,4,49,3.81
14,1,5,8.02
75,7,63,7.12
4,4,44,6.75
10,9,73,8.35
35,1,5,5.88
25,2,35,5.67
29,2,28,7.17
28,9,73,6.92
9,5,51,6.00
1,4,47,7.42
11,2,33,3.91
20,3,39,8.93
16,4,44,5.61
52,3,41,6.79
23,2,34,8.75
9,2,26,7.94
4,4,47,3.58
19,7,65,8.46
11,9,73,7.17
6,2,33,5.09
10,4,44,5.58
24,1,8,6.75
35,10,76,7.14
13,4,47,4.46
15,6,56,3.58
6,6,62,4.25
21,3,40,6.69
3,2,25,11.37
8,2,17,4.17
17,4,44,4.75
25,2,25,3.58
24,1,5,5.43
6,2,33,5.04
24,1,7,7.97
16,2,22,4.39
19,2,25,6.51
20,4,45,6.00
24,2,25,4.32
5,1,5,4.25
16,2,34,4.75
12,3,38,4.09
5,2,32,1.00
12,5,50,6.19
30,10,76,3.46
5,2,32,1.58
3,6,58,3.17
30,2,29,10.98
21,9,71,8.98
26,1,6,7.64
21,9,70,6.97
35,4,48,8.94
10,9,70,4.75
3,1,6,5.95
13,6,56,8.97
15,3,40,6.57
6,2,32,1.58
12,3,38,7.12
37,5,51,3.91
15,10,75,1.58
7,4,47,5.58
6,2,19,5.17
43,2,18,6.46
8,3,38,8.02
11,10,75,7.38
11,11,77,5.36
2,2,27,4.09
2,4,44,6.39
5,1,6,7.40
70,6,62,8.11
3,4,47,5.36
5,5,51,4.91
51,7,63,6.87
6,4,47,5.29
18,9,73,8.23
3,4,48,3.70
4,1,8,6.83
14,1,5,3.70
35,2,17,6.67
15,10,76,8.04
7,7,63,7.76
17,1,5,3.58
6,6,56,5.67
2,2,23,3.32
30,5,50,5.21
8,2,22,4.39
70,2,22,7.58
25,9,73,2.00
25,3,38,5.58
38,5,53,11.70
5,4,48,5.83
58,2,29,6.43
18,4,47,6.82
27,10,75,9.01
67,1,9,4.58
33,9,70,5.67
8,4,46,5.04
25,2,34,7.00
19,2,23,3.32
10,4,46,3.58
27,2,28,7.48
13,1,4,7.86
15,6,59,7.16
21,2,20,5.64
10,1,4,6.86
16,2,22,7.75
29,3,41,7.11
34,4,49,11.35
12,3,40,10.40
10,7,65,4.25
39,2,22,9.26
6,2,24,4.32
68,10,76,2.32
11,3,38,2.00
8,3,39,4.17
5,5,53,4.17
11,1,4,5.58
22,2,32,5.52
6,2,20,2.58
28,10,76,3.81
14,5,50,2.58
14,2,30,8.80
22,4,47,8.02
20,1,10,5.21
19,2,23,5.21
75,4,48,12.74
12,1,4,6.49
14,3,39,7.59
7,4,46,5.52
10,9,73,9.81
61,1,8,11.27
56,2,29,5.88
12,1,7,7.46
26,3,39,6.25
7,3,39,8.27
42,4,46,7.51
5,4,49,3.32
17,2,18,6.75
15,2,19,7.58
54,2,22,4.64
22,4,47,7.88
11,7,66,10.84
9,4,48,2.58
18,6,59,6.63
17,6,59,6.38
14,1,9,5.98
4,11,77,3.46
1,9,73,4.00
8,6,56,1.00
42,1,5,8.55
16,9,73,5.86
7,2,33,8.10
4,6,55,7.29
12,4,44,3.81
10,7,64,9.08
14,2,25,11.58
8,5,51,6.09
18,4,44,4.32
7,7,65,8.12
8,7,63,5.32
11,1,4,5.25
15,11,77,7.42
22,2,32,8.57
17,4,46,7.73
32,8,68,4.58
16,1,5,9.52
32,1,7,10.04
18,4,44,4.25
12,2,28,6.30
12,9,73,10.16
12,1,9,10.75
8,5,52,6.17
5,3,38,3.81
6,4,44,6.38
24,4,47,7.93
15,2,24,5.29
13,3,40,8.64
22,2,33,5.83
11,5,51,3.46
13,5,51,7.96
15,11,77,5.46
33,1,9,7.29
23,5,51,5.25
17,5,50,6.38
24,10,76,2.58
33,2,29,5.00
6,6,55,6.00
7,5,54,2.81
19,2,19,4.86
30,10,76,4.52
14,4,47,6.63
7,1,9,3.00
33,9,73,12.29
12,1,4,1.58
10,2,22,6.58
12,4,49,6.55
11,9,73,2.58
11,9,73,4.46
3,11,77,2.32
36,7,64,10.99
19,6,56,6.57
21,2,32,8.23
9,2,18,6.82
12,2,18,4.39
19,3,40,5.46
72,7,67,11.22
12,2,25,5.00
8,5,51,5.25
9,4,45,6.73
5,3,38,7.57
13,2,22,4.81
71,2,29,3.46
33,1,5,7.54
14,5,51,5.64
10,7,65,6.32
5,1,5,6.04
22,3,40,7.37
38,1,6,10.04
18,1,7,6.75
11,2,25,5.00
67,2,23,5.78
29,5,50,2.81
11,4,47,6.60
23,6,56,7.66
22,6,56,6.27
10,6,62,3.32
43,1,6,3.81
9,3,40,7.02
8,3,39,8.43
10,3,38,6.81
19,3,39,6.99
15,2,19,6.71
9,4,49,6.85
13,2,25,7.47
55,1,4,6.61
23,1,1,6.36
5,3,38,1.00
17,4,49,5.13
66,4,44,6.07
3,4,47,2.32
30,3,38,4.25
4,1,9,9.67
15,10,75,7.10
46,3,39,11.10
6,1,5,8.28
43,1,5,6.21
47,2,29,5.21
5,2,34,5.43
14,4,48,2.81
43,2,32,10.86
4,4,46,3.46
8,8,68,4.58
11,9,73,10.93
7,2,31,2.81
75,10,76,10.92
6,5,51,2.58
66,5,50,12.78
4,4,46,3.91
69,6,56,11.06
8,5,52,5.88
39,9,73,10.27
70,6,62,8.25
5,1,2,1.58
12,7,64,8.64
7,1,11,5.00
41,1,4,7.95
1,2,25,3.17
11,11,77,4.25
38,4,47,4.52
6,7,64,9.25
13,2,27,5.95
59,6,55,9.12
6,4,44,7.15
8,3,38,3.70
16,9,71,5.17
4,6,58,1.58
17,7,64,4.81
13,2,22,7.43
7,4,46,5.00
7,4,46,4.25
5,6,60,1.58
30,3,38,8.03
9,9,73,4.09
7,4,47,4.52
20,1,8,7.46
3,10,76,4.00
43,4,47,7.81
25,10,76,5.73
29,6,57,1.58
17,2,29,5.39
9,1,5,5.04
10,2,25,8.36
41,4,47,9.47
35,2,25,8.19
32,2,32,9.32
17,10,75,5.25
22,11,77,7.72
10,3,38,3.58
3,2,24,6.32
3,5,51,4.25
12,2,32,5.67
9,2,28,4.46
19,2,23,4.58
37,2,18,10.28
10,4,47,6.93
71,6,62,9.74
13,7,63,6.74
7,3,40,3.00
7,7,65,5.46
9,9,73,9.45
31,9,73,9.44
14,7,66,6.70
7,2,28,2.81
14,6,56,6.91
29,2,16,4.09
5,3,40,2.00
11,2,25,10.36
5,2,28,6.89
3,1,5,6.74
18,1,9,7.12
1,1,6,3.32
26,5,53,6.04
7,4,48,5.67
27,10,76,3.58
13,4,49,4.86
23,9,71,4.75
7,10,75,3.17
10,1,5,9.12
17,9,2,8.21
14,2,23,8.72
5,4,47,4.86
27,4,48,5.29
18,2,23,6.04
17,4,46,7.91
61,6,62,7.19
33,9,71,6.23
37,9,72,7.88
8,7,67,3.46
7,1,4,3.70
5,4,47,5.91
73,9,73,10.70
19,10,76,10.07
56,9,72,6.19
8,2,32,5.67
7,4,47,5.93
39,2,28,10.28
3,1,9,5.52
37,2,32,5.70
19,4,48,5.09
12,3,39,6.13
7,1,11,4.09
5,4,47,4.95
15,6,55,8.57
8,2,18,8.57
1,8,68,4.64
70,6,56,8.30
11,6,55,9.47
5,2,24,4.81
2,1,6,8.24
68,2,19,8.83
6,4,48,5.04
43,4,47,9.19
7,2,24,4.86
8,9,70,3.32
54,3,39,4.86
14,3,38,4.39
5,9,73,9.65
12,9,73,6.09
55,2,25,11.59
5,4,47,10.94
35,1,4,6.07
21,9,73,6.61
19,5,53,6.04
11,5,50,5.00
54,6,55,6.54
17,7,63,11.59
35,4,49,10.23
4,9,73,6.04
60,1,5,5.88
42,3,40,8.02
11,4,44,3.70
13,10,75,5.78
6,8,68,1.58
10,9,73,7.04
5,5,53,5.46
30,9,73,7.69
23,10,76,5.32
3,4,47,5.70
25,2,34,6.63
16,6,60,9.85
64,9,70,8.37
22,2,20,4.58
26,1,4,4.52
34,1,10,10.49
23,9,73,10.08
12,10,75,4.17
11,5,53,6.17
27,6,59,6.51
5,3,39,8.17
7,5,53,8.19
4,1,5,11.59
15,7,65,6.89
5,4,49,3.46
61,1,9,4.00
27,10,76,1.00
51,6,56,5.88
13,2,32,2.58
37,5,50,4.81
7,2,24,3.81
2,2,34,7.84
29,4,44,5.81
2,3,40,1.58
16,2,22,3.70
8,1,7,3.00
41,1,5,11.18
26,9,73,8.97
6,3,39,5.29
13,2,28,5.61
48,2,21,7.52
15,6,59,11.93
11,2,27,5.21
11,5,52,2.00
20,3,38,4.32
15,1,7,11.03
33,5,50,10.55
5,1,11,5.75
37,7,64,8.70
15,2,28,9.75
51,3,39,6.86
16,5,50,2.58
9,2,23,4.75
8,3,38,13.01
5,2,25,5.86
15,2,32,6.11
27,4,44,4.58
26,7,63,9.32
17,3,39,4.32
50,4,47,5.29
32,1,11,7.06
29,9,72,11.72
9,5,51,5.81
52,4,45,7.04
11,2,28,5.88
5,1,5,5.25
11,5,50,4.32
28,4,48,8.86
25,2,25,8.72
5,5,53,7.81
19,4,45,8.24
15,4,46,5.75
15,3,39,5.21
54,1,5,5.67
62,1,5,3.81
15,2,23,5.78
1,4,47,4.00
68,2,32,6.13
6,9,73,6.86
58,9,72,4.09
2,9,73,3.00
12,6,57,3.58
19,11,77,4.86
19,4,47,7.61
34,6,59,5.32
70,4,48,7.23
19,6,56,3.17
23,1,9,3.32
10,4,44,5.04
18,1,7,5.43
23,4,48,4.00
25,10,75,6.67
36,4,44,9.59
4,4,49,3.81
70,4,48,5.21
29,3,38,5.93
48,3,38,4.32
49,11,77,6.95
10,1,3,5.00
22,3,38,11.80
5,2,20,1.58
24,8,68,6.41
10,9,71,4.64
13,6,61,6.44
5,5,50,3.81
36,10,76,7.41
54,2,20,5.75
5,2,34,5.25
25,5,50,4.75
14,6,59,6.48
17,4,45,6.83
9,5,51,4.64
25,7,67,8.30
13,1,4,6.13
5,3,39,2.00
12,9,73,6.23
8,5,52,5.83
11,4,46,11.16
12,10,76,4.32
32,2,18,9.24
12,8,68,6.17
4,4,42,4.52
35,1,6,14.45
13,5,52,10.03
31,3,39,9.60
5,2,23,5.04
13,4,44,6.97
47,1,9,10.85
11,2,27,5.98
7,1,9,5.70
9,8,68,5.25
3,11,77,2.81
9,4,49,4.46
9,2,23,4.46
37,1,11,10.84
7,7,65,2.32
27,1,4,3.70
29,1,4,4.46
4,2,23,9.58
6,1,4,5.91
12,9,70,3.32
4,9,73,7.87
7,3,39,5.55
46,5,50,9.87
26,7,65,3.46
66,1,5,11.60
30,1,4,5.73
30,3,38,4.25
10,9,73,5.55
26,1,1,6.21
9,9,73,5.36
17,4,47,8.74
25,4,47,3.58
8,3,41,5.09
21,4,48,4.09
9,2,28,4.17
33,3,41,10.90
34,1,8,7.95
1,2,18,3.81
10,7,65,3.70
28,9,72,4.25
5,11,77,2.00
24,4,44,5.46
35,3,38,10.36
7,2,33,8.24
7,4,46,4.00
45,1,1,7.15
20,2,25,9.20
5,1,6,2.32
10,2,32,8.71
3,1,5,3.00
25,6,59,8.24
7,11,77,3.58
60,4,48,5.09
42,7,65,5.86
7,2,29,4.32
10,9,71,3.17
20,2,18,10.50
11,2,33,4.32
18,3,38,2.32
33,6,62,5.43
31,7,64,12.17
51,9,71,10.87
20,4,47,6.58
7,4,47,4.00
11,2,32,7.76
66,4,47,10.72
31,1,6,6.04
3,2,18,9.53
12,4,46,5.86
13,2,31,2.81
58,2,17,6.34
13,2,32,8.31
2,4,47,3.91
36,4,48,5.86
3,1,10,5.49
11,4,44,2.00
7,11,77,8.44
23,2,31,5.91
52,9,71,4.70
11,10,75,3.58
29,5,50,4.91
12,1,9,8.26
32,4,45,6.09
25,9,73,3.17
14,6,59,5.55
47,9,71,9.22
8,7,63,3.00
12,10,75,5.43
56,4,45,7.39
11,4,46,4.32
46,3,38,9.82
75,3,38,7.46
48,2,31,8.82
30,2,17,5.25
31,3,41,7.81
12,2,32,3.91
11,4,46,5.55
23,2,32,8.16
17,8,68,5.04
27,10,75,11.32
14,7,65,6.38
38,7,65,3.46
3,7,65,5.81
11,7,63,6.21
61,6,62,6.92
7,4,47,3.46
7,5,50,5.73
62,2,22,10.49
61,1,5,8.51
19,3,39,5.88
7,2,20,6.70
51,7,63,7.61
43,1,6,3.70
9,3,41,2.58
43,6,55,5.78
21,9,73,6.89
3,4,47,5.70
5,11,77,1.00
8,2,18,3.32
29,6,59,7.22
12,3,39,6.29
11,5,50,6.46
12,2,22,7.68
3,4,47,6.69
21,2,31,5.17
41,2,20,6.64
51,4,46,5.86
7,6,60,4.32
54,1,11,13.44
17,4,48,4.64
13,1,5,6.64
13,2,17,6.57
60,10,76,1.58
40,1,4,5.81
10,5,51,3.32
11,6,59,4.09
41,1,6,8.93
3,6,59,2.00
2,1,9,5.55
26,4,47,7.26
58,1,9,5.09
14,4,46,12.06
17,8,68,5.04
